Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,sz_all,sz_50,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-04,2014-01-24 00:00:00,-0.035955,0.598,0.2024,16871,31711,23,142,9,219,1032,311,339,382,1680912,2743
600015,华夏银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.020101,0.598,0.2024,5566,63440,,,,,246,111,46,89,554077,823
600016,民生银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0,0.598,0.2024,13461,184180,,,,,524,180,163,181,826792,980
600018,上港集团,水上运输业,G55,2014-04,2014-01-24 00:00:00,0.029106,0.598,0.2024,11466,21083,,,,,129,43,40,46,241995,346
600028,中国石化,石油和天然气开采业,B07,2014-04,2014-01-24 00:00:00,-0.012876,0.598,0.2024,8226,24979,14,30,2,115,423,154,104,165,410152,650
600029,南方航空,航空运输业,G56,2014-04,2014-01-24 00:00:00,0.046875,0.598,0.2024,5909,102821,11,11,6,56,115,39,31,45,193577,329
600030,中信证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.026609,0.598,0.2024,13385,36535,30,48,10,228,346,145,86,115,628890,790
600036,招商银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,-0.013245,0.598,0.2024,9956,508152,,,,,213,74,77,62,330878,426
600048,保利地产,房地产业,K70,2014-04,2014-01-24 00:00:00,0.097987,0.598,0.2024,8928,22198,,,,,373,169,66,138,497602,719
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-04,2014-01-24 00:00:00,0.013378,0.598,0.2024,9771,216987,,,,,243,73,64,106,348335,437
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-04,2014-01-24 00:00:00,0.074405,0.598,0.2024,11834,23697,,,,,512,189,81,242,1131377,1559
600104,上汽集团,汽车制造业,C36,2014-04,2014-01-24 00:00:00,0.043547,0.598,0.2024,7569,19582,55,61,8,141,153,61,36,56,274320,307
600109,国金证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,-0.007564,0.598,0.2024,6927,18268,0,53,1,71,277,114,55,108,387905,467
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-04,2014-01-24 00:00:00,0.009836,0.598,0.2024,14679,14798,,,,,331,101,118,112,471227,544
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-04,2014-01-24 00:00:00,0.062954,0.598,0.2024,7535,17242,,,,,166,84,29,53,275699,332
600256,广汇能源,石油和天然气开采业,B07,2014-04,2014-01-24 00:00:00,0.001427,0.598,0.2024,10470,23336,,,,,750,247,227,276,1336735,2387
600406,国电南瑞,软件和信息技术服务业,I65,2014-04,2014-01-24 00:00:00,0.018144,0.598,0.2024,5533,14679,,,,,67,28,19,20,133341,119
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-04,2014-01-24 00:00:00,0.124869,0.598,0.2024,6174,6604,,,,,160,55,43,62,318245,330
600518,康美药业,医药制造业,C27,2014-04,2014-01-24 00:00:00,0.005963,0.598,0.2024,6300,19796,,,,,103,23,31,49,213159,274
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-04,2014-01-24 00:00:00,0.126351,0.598,0.2024,9323,34651,52,185,19,431,647,239,134,274,1101501,3053
600547,山东黄金,有色金属矿采选业,B09,2014-04,2014-01-24 00:00:00,0.063927,0.598,0.2024,8584,21195,,,,,378,136,89,153,562537,1728
600583,海油工程,开采辅助活动,B11,2014-04,2014-01-24 00:00:00,0.055215,0.598,0.2024,8626,18902,47,44,21,199,132,55,30,47,228189,264
600585,海螺水泥,非金属矿物制品业,C30,2014-04,2014-01-24 00:00:00,0.013447,0.598,0.2024,7187,17237,,,,,108,36,39,33,184924,225
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2014-04,2014-01-24 00:00:00,0.039376,0.598,0.2024,5532,32623,33,90,3,191,140,53,26,61,236653,194
600690,青岛海尔,电气机械及器材制造业,C38,2014-04,2014-01-24 00:00:00,0.09328,0.598,0.2024,7119,14993,,,,,133,56,19,58,222191,259
600795,国电电力,电力、热力生产和供应业,D44,2014-04,2014-01-24 00:00:00,0.022124,0.598,0.2024,7472,16296,17,1,1,38,91,45,12,34,218247,251
600837,海通证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.043817,0.598,0.2024,9164,29715,12,20,2,78,207,86,55,66,368758,496
600887,伊利股份,食品制造业,C14,2014-04,2014-01-24 00:00:00,0.025546,0.598,0.2024,5938,15359,195,186,48,731,182,77,43,62,416013,1058
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-04,2014-01-24 00:00:00,0.044132,0.598,0.2024,7125,7605,,,,,220,75,52,93,556013,673
600999,招商证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.076652,0.598,0.2024,5781,29043,,,,,116,52,27,37,196316,238
601006,大秦铁路,铁路运输业,G53,2014-04,2014-01-24 00:00:00,0.045455,0.598,0.2024,4275,10445,7,7,2,27,63,26,11,26,151738,278
601088,中国神华,煤炭开采和洗选业,B06,2014-04,2014-01-24 00:00:00,0.009838,0.598,0.2024,5252,13688,10,17,8,249,420,206,81,133,458427,518
601166,兴业银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.008593,0.598,0.2024,10175,177168,,,,,611,201,133,277,1125854,1851
601169,北京银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.020144,0.598,0.2024,4310,56555,,,,,238,86,57,95,298580,522
601186,中国铁建,土木工程建筑业,E48,2014-04,2014-01-24 00:00:00,0.03163,0.598,0.2024,4116,14999,,,,,81,28,25,28,178282,401
601288,农业银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.004237,0.598,0.2024,6172,493277,,,,,175,58,42,75,232928,265
601318,中国平安,保险业,J68,2014-04,2014-01-24 00:00:00,-0.008076,0.598,0.2024,9160,56699,,,,,266,116,36,114,415654,497
601328,交通银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.005376,0.598,0.2024,5143,451825,4,40,2,52,272,103,80,89,388885,522
601336,新华保险,保险业,J68,2014-04,2014-01-24 00:00:00,0.023644,0.598,0.2024,2108,20931,,,,,113,40,26,47,133177,110
601377,兴业证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.027233,0.598,0.2024,2565,12105,96,319,13,370,77,33,17,27,113304,102
601390,中国中铁,土木工程建筑业,E48,2014-04,2014-01-24 00:00:00,0.033613,0.598,0.2024,5576,16898,,,,,105,40,21,44,172781,296
601398,工商银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,-0.002933,0.598,0.2024,6512,939885,,,,,352,112,98,142,614977,878
601601,中国太保,保险业,J68,2014-04,2014-01-24 00:00:00,-0.001175,0.598,0.2024,3891,9745,,,,,133,50,28,55,219771,316
601628,中国人寿,保险业,J68,2014-04,2014-01-24 00:00:00,-0.017123,0.598,0.2024,3392,55688,,,,,145,53,23,69,175141,473
601668,中国建筑,土木工程建筑业,E48,2014-04,2014-01-24 00:00:00,0.020134,0.598,0.2024,7355,19785,59,145,10,251,293,81,97,115,395214,877
601669,中国电建,土木工程建筑业,E48,2014-04,2014-01-24 00:00:00,0.025271,0.598,0.2024,5135,10059,,,,,190,65,54,71,390539,503
601688,华泰证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.031616,0.598,0.2024,3349,25768,,,,,150,51,49,50,178772,258
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-04,2014-01-24 00:00:00,0.06713,0.598,0.2024,6785,20236,,,,,124,41,44,39,203709,270
601788,光大证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.032746,0.598,0.2024,4506,18295,,,,,271,89,48,134,333624,529
601800,中国交建,土木工程建筑业,E48,2014-04,2014-01-24 00:00:00,0.021108,0.598,0.2024,2414,7229,2,16,1,45,43,19,10,14,107554,101
601818,光大银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,-0.004,0.598,0.2024,5370,182100,58,270,21,384,456,147,92,217,554927,902
601857,中国石油,石油和天然气开采业,B07,2014-04,2014-01-24 00:00:00,-0.016774,0.598,0.2024,6090,21402,,,,,359,116,108,135,305702,446
601901,方正证券,资本市场服务,J67,2014-04,2014-01-24 00:00:00,0.077064,0.598,0.2024,10049,28059,,,,,507,148,130,229,1625938,4400
601988,中国银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.004032,0.598,0.2024,6387,656071,,,,,148,56,46,46,208851,611
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-04,2014-01-24 00:00:00,0.103376,0.598,0.2024,14744,39837,,,,,1392,446,407,539,2732010,5141
601998,中信银行,货币金融服务,J66,2014-04,2014-01-24 00:00:00,0.016713,0.598,0.2024,3549,159375,,,,,57,25,10,22,129583,114
600000,浦发银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,-0.006501,-0.8211,-1.1472,,,,,,,,,,,,
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-05,2014-01-30 00:00:00,-0.06993,-0.8211,-1.1472,,,,,,,,,,,,
600015,华夏银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.006158,-0.8211,-1.1472,,,,,,,,,,,,
600016,民生银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.03966,-0.8211,-1.1472,,,,,,,,,,,,
600018,上港集团,水上运输业,G55,2014-05,2014-01-30 00:00:00,0.00404,-0.8211,-1.1472,,,,,,,,,,,,
600028,中国石化,石油和天然气开采业,B07,2014-05,2014-01-30 00:00:00,-0.030435,-0.8211,-1.1472,,,,,,,,,,,,
600029,南方航空,航空运输业,G56,2014-05,2014-01-30 00:00:00,-0.018657,-0.8211,-1.1472,,,,,,,,,,,,
600030,中信证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.031773,-0.8211,-1.1472,,,,,,,,,,,,
600036,招商银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,-0.006711,-0.8211,-1.1472,,,,,,,,,,,,
600048,保利地产,房地产业,K70,2014-05,2014-01-30 00:00:00,-0.050122,-0.8211,-1.1472,,,,,,,,,,,,
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-05,2014-01-30 00:00:00,-0.009901,-0.8211,-1.1472,,,,,,,,,,,,
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-05,2014-01-30 00:00:00,0.006464,-0.8211,-1.1472,,,,,,,,,,,,
600104,上汽集团,汽车制造业,C36,2014-05,2014-01-30 00:00:00,-0.015175,-0.8211,-1.1472,,,,,,,,,,,,
600109,国金证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,0.160569,-0.8211,-1.1472,,,,,,,,,,,,
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-05,2014-01-30 00:00:00,-0.031076,-0.8211,-1.1472,,,,,,,,,,,,
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-05,2014-01-30 00:00:00,-0.006834,-0.8211,-1.1472,,,,,,,,,,,,
600256,广汇能源,石油和天然气开采业,B07,2014-05,2014-01-30 00:00:00,-0.019943,-0.8211,-1.1472,,,,,,,,,,,,
600406,国电南瑞,软件和信息技术服务业,I65,2014-05,2014-01-30 00:00:00,-0.033585,-0.8211,-1.1472,,,,,,,,,,,,
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-05,2014-01-30 00:00:00,-0.014399,-0.8211,-1.1472,,,,,,,,,,,,
600518,康美药业,医药制造业,C27,2014-05,2014-01-30 00:00:00,0.018376,-0.8211,-1.1472,,,,,,,,,,,,
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-05,2014-01-30 00:00:00,-0.024354,-0.8211,-1.1472,,,,,,,,,,,,
600547,山东黄金,有色金属矿采选业,B09,2014-05,2014-01-30 00:00:00,0.011036,-0.8211,-1.1472,,,,,,,,,,,,
600583,海油工程,开采辅助活动,B11,2014-05,2014-01-30 00:00:00,-0.02093,-0.8211,-1.1472,,,,,,,,,,,,
600585,海螺水泥,非金属矿物制品业,C30,2014-05,2014-01-30 00:00:00,-0.042823,-0.8211,-1.1472,,,,,,,,,,,,
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2014-05,2014-01-30 00:00:00,-0.025733,-0.8211,-1.1472,,,,,,,,,,,,
600690,青岛海尔,电气机械及器材制造业,C38,2014-05,2014-01-30 00:00:00,-0.02844,-0.8211,-1.1472,,,,,,,,,,,,
600795,国电电力,电力、热力生产和供应业,D44,2014-05,2014-01-30 00:00:00,-0.004329,-0.8211,-1.1472,,,,,,,,,,,,
600837,海通证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.040112,-0.8211,-1.1472,,,,,,,,,,,,
600887,伊利股份,食品制造业,C14,2014-05,2014-01-30 00:00:00,-0.080176,-0.8211,-1.1472,,,,,,,,,,,,
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-05,2014-01-30 00:00:00,0.150336,-0.8211,-1.1472,,,,,,,,,,,,
600999,招商证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.036007,-0.8211,-1.1472,,,,,,,,,,,,
601006,大秦铁路,铁路运输业,G53,2014-05,2014-01-30 00:00:00,-0.013587,-0.8211,-1.1472,,,,,,,,,,,,
601088,中国神华,煤炭开采和洗选业,B06,2014-05,2014-01-30 00:00:00,-0.036882,-0.8211,-1.1472,,,,,,,,,,,,
601166,兴业银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,-0.00426,-0.8211,-1.1472,,,,,,,,,,,,
601169,北京银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.005642,-0.8211,-1.1472,,,,,,,,,,,,
601186,中国铁建,土木工程建筑业,E48,2014-05,2014-01-30 00:00:00,-0.03066,-0.8211,-1.1472,,,,,,,,,,,,
601288,农业银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.004219,-0.8211,-1.1472,,,,,,,,,,,,
601318,中国平安,保险业,J68,2014-05,2014-01-30 00:00:00,-0.034296,-0.8211,-1.1472,,,,,,,,,,,,
601328,交通银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.010695,-0.8211,-1.1472,,,,,,,,,,,,
601336,新华保险,保险业,J68,2014-05,2014-01-30 00:00:00,-0.024909,-0.8211,-1.1472,,,,,,,,,,,,
601377,兴业证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.036055,-0.8211,-1.1472,,,,,,,,,,,,
601390,中国中铁,土木工程建筑业,E48,2014-05,2014-01-30 00:00:00,-0.020325,-0.8211,-1.1472,,,,,,,,,,,,
601398,工商银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.002941,-0.8211,-1.1472,,,,,,,,,,,,
601601,中国太保,保险业,J68,2014-05,2014-01-30 00:00:00,-0.037059,-0.8211,-1.1472,,,,,,,,,,,,
601628,中国人寿,保险业,J68,2014-05,2014-01-30 00:00:00,-0.043902,-0.8211,-1.1472,,,,,,,,,,,,
601668,中国建筑,土木工程建筑业,E48,2014-05,2014-01-30 00:00:00,-0.016447,-0.8211,-1.1472,,,,,,,,,,,,
601669,中国电建,土木工程建筑业,E48,2014-05,2014-01-30 00:00:00,-0.028169,-0.8211,-1.1472,,,,,,,,,,,,
601688,华泰证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.039728,-0.8211,-1.1472,,,,,,,,,,,,
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-05,2014-01-30 00:00:00,-0.08026,-0.8211,-1.1472,,,,,,,,,,,,
601788,光大证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.019512,-0.8211,-1.1472,,,,,,,,,,,,
601800,中国交建,土木工程建筑业,E48,2014-05,2014-01-30 00:00:00,-0.01292,-0.8211,-1.1472,,,,,,,,,,,,
601818,光大银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0,-0.8211,-1.1472,,,,,,,,,,,,
601857,中国石油,石油和天然气开采业,B07,2014-05,2014-01-30 00:00:00,-0.010499,-0.8211,-1.1472,,,,,,,,,,,,
601901,方正证券,资本市场服务,J67,2014-05,2014-01-30 00:00:00,-0.040886,-0.8211,-1.1472,,,,,,,,,,,,
601988,中国银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,0.008032,-0.8211,-1.1472,,,,,,,,,,,,
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-05,2014-01-30 00:00:00,-0.007648,-0.8211,-1.1472,,,,,,,,,,,,
601998,中信银行,货币金融服务,J66,2014-05,2014-01-30 00:00:00,-0.010959,-0.8211,-1.1472,,,,,,,,,,,,
600000,浦发银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,0.001091,0.5614,-0.1355,,,,,,,340,115,76,149,675978,948
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-06,2014-02-07 00:00:00,0.002506,0.5614,-0.1355,6757,13278,,,,,701,100,201,400,887553,1194
600015,华夏银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.008568,0.5614,-0.1355,2404,34282,,,,,110,50,32,28,218497,244
600016,民生银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.012262,0.5614,-0.1355,5598,83691,,,,,190,57,58,75,349292,429
600018,上港集团,水上运输业,G55,2014-06,2014-02-07 00:00:00,-0.004024,0.5614,-0.1355,4918,8839,,,,,41,19,7,15,75692,63
600028,中国石化,石油和天然气开采业,B07,2014-06,2014-02-07 00:00:00,0.002242,0.5614,-0.1355,3011,15022,,,,,92,33,29,30,91546,177
600029,南方航空,航空运输业,G56,2014-06,2014-02-07 00:00:00,0,0.5614,-0.1355,2305,74818,,,,,41,12,21,8,66380,110
600030,中信证券,资本市场服务,J67,2014-06,2014-02-07 00:00:00,-0.008636,0.5614,-0.1355,5000,20086,,,,,153,52,54,47,316080,442
600036,招商银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.002896,0.5614,-0.1355,3718,256827,,,,,46,15,7,24,88253,44
600048,保利地产,房地产业,K70,2014-06,2014-02-07 00:00:00,0.009009,0.5614,-0.1355,3436,11953,,,,,122,52,22,48,167470,176
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-06,2014-02-07 00:00:00,0.01,0.5614,-0.1355,4135,205819,,,,,62,28,12,22,155907,227
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-06,2014-02-07 00:00:00,0.037615,0.5614,-0.1355,5944,13035,,,,,253,116,42,95,720350,1052
600104,上汽集团,汽车制造业,C36,2014-06,2014-02-07 00:00:00,-0.002311,0.5614,-0.1355,2611,10210,,,,,56,23,15,18,89301,98
600109,国金证券,资本市场服务,J67,2014-06,2014-02-07 00:00:00,0.099825,0.5614,-0.1355,3555,10724,,,,,148,66,17,65,361252,479
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-06,2014-02-07 00:00:00,0.005266,0.5614,-0.1355,5533,5591,,,,,61,26,7,28,115168,111
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-06,2014-02-07 00:00:00,0.1,0.5614,-0.1355,3441,8795,,,,,114,59,8,47,296749,646
600256,广汇能源,石油和天然气开采业,B07,2014-06,2014-02-07 00:00:00,0.005814,0.5614,-0.1355,4455,10840,,,,,130,48,29,53,357358,606
600406,国电南瑞,软件和信息技术服务业,I65,2014-06,2014-02-07 00:00:00,0.010638,0.5614,-0.1355,2510,7400,,,,,26,14,5,7,68618,64
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-06,2014-02-07 00:00:00,-0.028746,0.5614,-0.1355,2342,2702,,,,,42,8,13,21,96113,93
600518,康美药业,医药制造业,C27,2014-06,2014-02-07 00:00:00,-0.005239,0.5614,-0.1355,3176,13341,8,19,0,69,55,11,16,28,131652,131
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-06,2014-02-07 00:00:00,0.012784,0.5614,-0.1355,3845,25551,,,,,306,91,103,112,518710,1313
600547,山东黄金,有色金属矿采选业,B09,2014-06,2014-02-07 00:00:00,-0.015767,0.5614,-0.1355,3625,12207,,,,,110,45,24,41,179125,181
600583,海油工程,开采辅助活动,B11,2014-06,2014-02-07 00:00:00,0.009501,0.5614,-0.1355,3182,8120,,,,,41,25,6,10,74626,63
600585,海螺水泥,非金属矿物制品业,C30,2014-06,2014-02-07 00:00:00,0.044108,0.5614,-0.1355,2753,7853,,,,,31,16,4,11,62847,68
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2014-06,2014-02-07 00:00:00,0.033505,0.5614,-0.1355,2456,28551,,,,,24,13,2,9,56605,57
600690,青岛海尔,电气机械及器材制造业,C38,2014-06,2014-02-07 00:00:00,0.015109,0.5614,-0.1355,2486,6402,,,,,30,15,8,7,49658,36
600795,国电电力,电力、热力生产和供应业,D44,2014-06,2014-02-07 00:00:00,0,0.5614,-0.1355,3087,7378,,,,,25,12,6,7,81866,140
600837,海通证券,资本市场服务,J67,2014-06,2014-02-07 00:00:00,0.004859,0.5614,-0.1355,3167,15195,,,,,73,32,21,20,174173,224
600887,伊利股份,食品制造业,C14,2014-06,2014-02-07 00:00:00,0.03385,0.5614,-0.1355,2978,9003,,,,,49,30,1,18,174407,277
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-06,2014-02-07 00:00:00,0.016701,0.5614,-0.1355,4494,4929,,,,,162,60,35,67,529176,659
600999,招商证券,资本市场服务,J67,2014-06,2014-02-07 00:00:00,-0.00764,0.5614,-0.1355,2308,16580,,,,,66,25,17,24,134409,183
601006,大秦铁路,铁路运输业,G53,2014-06,2014-02-07 00:00:00,0.00551,0.5614,-0.1355,1923,5982,,,,,24,16,3,5,56403,23
601088,中国神华,煤炭开采和洗选业,B06,2014-06,2014-02-07 00:00:00,0.008671,0.5614,-0.1355,2933,8408,,,,,254,143,44,67,322178,357
601166,兴业银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,0,0.5614,-0.1355,4161,74029,,,,,388,139,77,172,540759,548
601169,北京银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.002805,0.5614,-0.1355,1847,28798,,,,,40,21,5,14,90868,161
601186,中国铁建,土木工程建筑业,E48,2014-06,2014-02-07 00:00:00,0.007299,0.5614,-0.1355,1833,7998,,,,,21,5,8,8,64295,165
601288,农业银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.004202,0.5614,-0.1355,2637,188550,,,,,59,25,11,23,114786,70
601318,中国平安,保险业,J68,2014-06,2014-02-07 00:00:00,-0.023761,0.5614,-0.1355,3457,33007,,,,,158,63,38,57,328236,317
601328,交通银行,货币金融服务,J66,2014-06,2014-02-07 00:00:00,-0.002646,0.5614,-0.1355,2270,208117,,,,,77,36,12,29,150552,175
601336,新华保险,保险业,J68,2014-06,2014-02-07 00:00:00,-0.007896,0.5614,-0.1355,1199,17160,,,,,37,13,12,12,66885,94
601377,兴业证券,资本市场服务,J67,2014-06,2014-02-07 00:00:00,0.0033,0.5614,-0.1355,1240,6331,,,,,21,12,3,6,47822,57
